Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
I hate that Dr has shot this baby,0.0,0.0,1.0,81.0,English,Facebook,Betty Byler,Kano,2025,6,21,18,8,Saturday,Y29tbWVudDoxMjIxMjk4OTEzNjA0MDYyNjlfMTYxNDE0OTM4NTg1MDQ4NA==,Platform_ID,June,I hate that Dr has shot this baby,negative,1,0,0,anger,"Kano, Kano",3,0.6306172850771531,"her, at, yrs, money, months",0.722297961382041
Please what. Is the solution of white poo please,0.0,0.0,1.0,81.0,English,Facebook,Francis Jacinta,Lagos,2024,4,13,13,26,Saturday,Y29tbWVudDoxMjIxMzU3OTAzNTY0MDU0NTRfNzQwMjA5OTg1MTYzMjA4,Platform_ID,April,Please what Is the solution of white poo please,negative,1,0,0,none,"Ikeja, Lagos",0,0.20218173519421362,"the, vaccine, of, in, to",0.22703008846965578
Who's responsible will  burn in hell someday.,0.0,0.0,1.0,81.0,English,Facebook,Darin Crist Sr.,Lagos,2024,11,28,9,33,Thursday,Y29tbWVudDoxMjIxNDgxNTI2NDI4NDM2MjlfODU1OTEyMTkwNTAzMTg1,Platform_ID,November,Whos responsible will burn in hell someday,negative,1,0,0,none,"Ikeja, Lagos",-1,0.2868878866461265,"healing, god, amen, jesus, divine",0.4850621782397158
100% not to mention organ harvesting for all,0.0,0.0,1.0,81.0,English,Facebook,James VanPullen,Lagos,2025,2,23,19,27,Sunday,Y29tbWVudDoxMjIxNDgxNTI2NDI4NDM2MjlfMTMyMjg4MzI3MjM5NDQ3NQ==,Platform_ID,February,not to mention organ harvesting for all,neutral,0,1,0,none,"Ikeja, Lagos",-1,0.14846159636347137,,0.13563998817215742
But Bill Gates has put his poison in the polio vaccine. He maintains he has irradicated it with his vaccine. Meanwhile he has sterilised millions on the planet with his vaccine.,0.0,0.0,1.0,81.0,English,Facebook,Lee-Anne Rich,Lagos,2024,6,4,9,24,Tuesday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfMTE5NjQ1OTg5OTIwNzQ3Mg==,Platform_ID,June,But Bill Gates has put his poison in the polio vaccine He maintains he has irradicated it with his vaccine Meanwhile he has sterilised millions on the planet with his vaccine,negative,1,0,0,fear,"Ikeja, Lagos",6,1.0,"to, his, gmo, the, of",1.0
And there will still be idiots in the comments trying to say that jabs are safe and have saved billions of life’s,0.0,0.0,1.0,81.0,Igbo,Facebook,Mick Taylor,Lagos,2025,6,29,13,46,Sunday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfMjU3MjM3ODA0OTgxMDM1MQ==,Platform_ID,June,And there will still be idiots in the comments trying to say that jabs are safe and have saved billions of lifes,negative,1,0,0,fear,"Ikeja, Lagos",0,0.2096296729322134,"the, vaccine, of, in, to",0.2626902173199943
U will two on her next appointment,0.0,0.0,1.0,81.0,English,Facebook,Arowojolu Omolafe,Lagos,2024,9,4,5,11,Wednesday,Y29tbWVudDoxMjIxNzU4OTQwMzgzMDI3OTlfMTA1OTI0Nzg2OTQ3NzIwMg==,Platform_ID,September,U will two on her next appointment,positive,0,0,1,none,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",1.0
Ugbor is representing us well.,0.0,0.0,1.0,81.0,Yoruba,Facebook,Arc Emmalex,Niger,2025,8,26,0,37,Tuesday,Y29tbWVudDoxMjIyNDc1Mzg4NTAyNjA1NzBfMTQ5MTQ2NTY5NTIzNzc0MA==,Platform_ID,August,Ugbor is representing us well,positive,0,0,1,none,"Minna, Niger",9,0.6145239442425895,"lies, matters, is, lie, bullshitor",1.0
Good one Hon,0.0,0.0,1.0,81.0,English,Facebook,Nevkaa Esther,Lagos,2024,5,28,17,25,Tuesday,Y29tbWVudDoxMjIyNDc1Mzg4NTAyNjA1NzBfMTYwMTI3NzgxNzM5OTg5NA==,Platform_ID,May,Good one Hon,positive,0,0,1,none,"Ikeja, Lagos",7,1.0,"so, congratulations, good, thank, baby",1.0
"Kwande/Ushongo house of representatives is always one term, his own won't be different.",0.0,0.0,1.0,81.0,English,Facebook,Andyar Pius Orduen,Lagos,2024,9,3,18,47,Tuesday,Y29tbWVudDoxMjIyNDc1Mzg4NTAyNjA1NzBfODQyNDg5NjM4MzExOTQ1,Platform_ID,September,KwandeUshongo house of representatives is always one term his own wont be different,positive,0,0,1,none,"Ikeja, Lagos",4,0.1916446924676876,"una, dhan, mga, na, mk",0.240554191393326
"Doctors shilling vaxxes be like

https://external.fabv2-1.fna.fbcdn.net/emg1/v/t13/6928103527485946008?url=https%3A%2F%2Fmedia4.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjMGFxaGdzZXAyMGpxajZib3BvaTZoM2Jzb2NqZG1hcGhra3Iyc3FueSZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2Fjhwq6cgKE7RHW%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x222_tt6&_nc_gid=FOt_P8Dn5svsKSinn971dw&_nc_eui2=AeGVwMLEw8SQvhnYuF8VCE2s9EMf_jpiL3n0Qx_-OmIvefDBfM7e7hSnU73SWkAKUByGeGv7SQmWhRIFkFMx_baq&_nc_oc=Adm6fEf-nsgRfT9K8FDdJtZPC8bk1IaV9Llyxt66iH2u3-KWIxHNf76uI-CY4NzW0sE&ccb=13-1&oh=06_Q3-4AU9NSL5nQogMgIjzRBzg87OR5odxmGH0l_m31NpDGBKC&oe=69125A25&_nc_sid=c97757",0.0,0.0,1.0,81.0,Yoruba,Facebook,Rob Amálgamado Altaspirito,Lagos,2024,12,9,11,16,Monday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzI2MjkzNjkwODQwNzUwMzg=,Platform_ID,December,Doctors shilling vaxxes be like,negative,1,0,0,none,"Ikeja, Lagos",-1,0.15704879466304908,"the, vaccine, of, in, to",0.18341546756869648
"Read The Moth in the Iron Lung. 
and Follow the Science by Sharyl Attkinson 
Get informed. We are being deceived. The evidence is available to anyone willing to look.",0.0,0.0,1.0,81.0,English,Facebook,Laurie McClain,Lagos,2024,4,13,14,8,Saturday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzI1NTE5NjAzNzM3NjMxMzk0,Platform_ID,April,Read The Moth in the Iron Lung and Follow the Science by Sharyl Attkinson Get informed We are being deceived The evidence is available to anyone willing to look,negative,1,0,0,none,"Ikeja, Lagos",0,0.1714569381140271,,0.13216251965710585
What is your kick back percentage for pushing all these toxic vaccine poisons NJ Department of #BigPharma,0.0,0.0,1.0,81.0,English,Facebook,Kim McGee Clift,Lagos,2025,10,21,6,10,Tuesday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzE4ODQ0NDA5MTI0OTI1MDU=,Platform_ID,October,What is your kick back percentage for pushing all these toxic vaccine poisons NJ Department of,negative,1,0,0,none,"Ikeja, Lagos",0,0.3524610414126043,"the, vaccine, of, in, to",0.49963963431474234
"💥Το εμβόλιο ιλαράς, παρωτίτιδας, ερυθράς και ανεμευλογιάς για παιδιά δείχνει σμήνη Nanobot, Quantum Dots και αυτοσυναρμολογούμενη υδρογέλη 
- Αναδημοσίευση ανάλυσης 💥
******************************************
● Το παιδικό εμβόλιο MMR είναι γεμάτο με νανορομπότ. Είναι τόσο μικρά που στην υψηλότερη μεγέθυνσή μου μετά βίας τα βλέπεις, αλλά είναι ξεκάθαρα εκεί. Προσπάθησα να ανέβω έως και 4000x με τον αντικειμενικό μου Oil αλλά δεν μπορούσα να τα οπτικοποιήσω. Τράβηξα πολλά βίντεο και αν κοιτάξετε το σύνολο της τεκμηρίωσης είναι ξεκάθαρα εκπληκτικό. Το MMRV vax υποτίθεται ότι είναι αποθηκευμένο στους -56F. Αποψυγμένο μοιάζει ακριβώς με το βιοόπλο C19. Τα νήματα συναρμολογούνται και μεγάλες περιοχές κατασκευής υδρογέλης. Χωρίς κάλυμμα, η αυτοσυναρμολόγηση είναι πολύ πιο ορατή. Χορηγείται σε μωρά 9 μηνών, μετά ξανά στους 15 μηνών και μετά σε ηλικία 6 ετών. Αυτό είναι το 5ο παιδικό εμβόλιο που κοίταξα. Μου φαίνονται όλα ίδια, είναι φορτωμένο με νανοτεχνολογία αυτοσυναρμολόγησης.

Μπορείτε να δείτε ότι το υγρό είναι πυκνό και φαίνονται πολλά στρώματα δραστηριότητας, συμπεριλαμβανομένων μεγαλύτερων τεμαχίων υδρογέλης. Ήθελα να δείξω το μικροσκοπικό σμήνος στο παρασκήνιο που εμπλέκεται ξεκάθαρα στην αυτοσυναρμολόγηση. Τα ανθρώπινα ερυθρά αιμοσφαίρια έχουν διάμετρο περίπου 6,8 μικρόμετρα. Θα έλεγα ότι αυτά τα μικρά νανορομπότ είναι τουλάχιστον 1000 φορές μικρότερα από αυτό.

Μεγαλύτερα κομμάτια υδρογέλης διακρίνονται να κινούνται στο εξαιρετικά πολυσύχναστο φόντο

Ολόκληρη η σταγόνα κινούνταν προς το κέντρο, σαφώς συντονισμένη έξυπνα για να δημιουργήσει ένα μεγάλο θρόμβο σαν υδρογέλη. Σε αυτό το βίντεο μπορείτε να δείτε μεγέθυνση 100x με καθαρή κίνηση. Μοιάζει ακριβώς με την ινσουλίνη που γύρισα.
******************************************
Ελπίζω να μοιραστείτε αυτές τις πληροφορίες. Δεδομένων των νέων συζητήσεων σχετικά με τον εμβολιασμό κατά της ιλαράς, μια πτυχή της διασφάλισης της ασφάλειας είναι να αξιολογηθούν επίσης τα στοιχεία μικροσκοπίας.

Ακολουθούν περαιτέρω μικροσκοπικές αναλύσεις εμβολίων που δίνονται σε παιδιά:

Εμβόλιο μηνιγγιτιδόκοκκου για παιδιά - Η μικροσκοπία Darkfield δείχνει αυτοσυναρμολογημένα νήματα υδρογέλης

Εμβόλιο HPV για τον ιό των ανθρωπίνων θηλωμάτων για παιδιά 9-12 ετών παρουσιάζει νανορομπότ, αυτοσυναρμολόγηση υδρογέλης και ανάπτυξη πολυμερών πλέγματος

Η μικροσκοπία Darkfield του εμβολίου ηπατίτιδας A για παιδιά 2 ετών και άνω δείχνει κλασικά νήματα υδρογέλης, αυτοσυναρμολόγηση και δομές κβαντικής κουκκίδας

Εμβόλιο διφθερίτιδας, τετάνου, κοκκύτη, πολιομυελίτιδας, αιμόφιλου Β και ηπατίτιδας Β για μικρά παιδιά: Η μικροσκοπία Darkfield δείχνει νήματα και δομές αυτοσυναρμολόγησης υδρογέλης

 👇👇👇👇👇👇👇

https://anamihalceamdphd.substack.com/p/measles-mumps-rubella-and-varicella-876?utm_source=post-email-title&publication_id=956088&post_id=158396425&utm_campaign=email-post-title&isFreemail=true&r=1uuat4&triedRedirect=true&utm_medium=email&fbclid=IwZXh0bgNhZW0CMTEAAR3-tS-3s6lmnw8LeN_UVHx1rZHzqibEOuWUC9mjUO8oVbU3W6mUdP7xMJ8_aem_jIKIZiThrRtEsuwVf90Fzg",0.0,0.0,1.0,81.0,Igbo,Facebook,Anastasia Mpelogianni,Lagos,2024,1,23,7,34,Tuesday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzE1NDcwNjgxMTk2MzMwOTc=,Platform_ID,January,Nanobot Quantum Dots MMR x Oil MMRV vax F C x Darkfield HPV Darkfield A Darkfield,positive,0,0,1,none,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",0.3970877770204132
The polio cases today are from the vaccine,0.0,0.0,1.0,81.0,English,Facebook,Lori Gallant Pooler,Lagos,2024,4,14,6,58,Sunday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzE4NDEwODYxMjY0ODg4Mzg=,Platform_ID,April,The polio cases today are from the vaccine,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
Congratulation,0.0,0.0,1.0,81.0,Romanian,Facebook,Splendour Decency,Kaduna,2025,10,23,15,7,Thursday,Y29tbWVudDoxMjQ1MzE5MzkzNzk3NTczXzQwMzYxNTM0NzY2NTgzMTg=,Platform_ID,October,Congratulation,positive,0,0,1,none,"Kaduna, Kaduna",1,0.7285258889391668,"so, congratulations, good, thank, baby",1.0
Congratulations,0.0,0.0,1.0,81.0,English,Facebook,Felicia Sani,Niger,2025,11,4,16,46,Tuesday,Y29tbWVudDoxMjQ1MzE5MzkzNzk3NTczXzEzMDEwMDAzMjQ5MzAxNjk=,Platform_ID,November,Congratulations,positive,0,0,1,none,"Minna, Niger",1,0.7140431796063743,"so, congratulations, good, thank, baby",1.0
Love you guy bee bless ijn.    Amen,0.0,0.0,1.0,81.0,English,Facebook,Mboule Ernestine,Kaduna,2021,9,12,5,26,Sunday,Y29tbWVudDoxMjQ1MzE5MzkzNzk3NTczXzE3NjY2NTM4ODA2NDY1MDM=,Platform_ID,September,Love you guy bee bless ijn Amen,positive,0,0,1,none,"Kaduna, Kaduna",13,1.0,"healing, god, amen, jesus, divine",1.0
Lies lies and lies.,0.0,0.0,1.0,81.0,English,Facebook,Shelli Stummer,Lagos,2023,8,1,0,38,Tuesday,Y29tbWVudDoxMjQ4MjMxNTIwNjcyOTkzXzExOTY5MDY1NDg5Nzg0MTA=,Platform_ID,August,Lies lies and lies,positive,0,0,1,distrust,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
Great job,0.0,0.0,1.0,81.0,English,Facebook,Lilly Such,Lagos,2024,11,28,10,19,Thursday,Y29tbWVudDoxMjU1NDQ5Mzk5OTU2ODA5XzE5MTY5MzczODg4NTk4NTQ=,Platform_ID,November,Great job,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Keep up the good work,0.0,0.0,1.0,81.0,English,Facebook,Juliet John Musa,Lagos,2025,10,6,21,45,Monday,Y29tbWVudDoxMjYwODA3NzYyNzU0MzA2Xzc3OTIxMDQxNTAxODI5MQ==,Platform_ID,October,Keep up the good work,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Let Solomon wombo come and learn work,0.0,0.0,1.0,81.0,English,Facebook,Prince Utange John,Lagos,2024,6,4,7,29,Tuesday,Y29tbWVudDoxMjYzMzAwNjIyNTAwNzg1XzE1MzQ5NDQzNDQzMDM3NTM=,Platform_ID,June,Let Solomon wombo come and learn work,positive,0,0,1,none,"Ikeja, Lagos",8,0.16154386908426122,"nigeria, answers, offer, win, falls",0.26028159215287383
Nice one 👍,0.0,0.0,1.0,81.0,English,Facebook,Prince Uko Matthew,Lagos,2025,11,3,23,4,Monday,Y29tbWVudDoxMjYzMzAwNjIyNTAwNzg1Xzg0MTk5OTc4MTU4NDkwOQ==,Platform_ID,November,Nice one,positive,0,0,1,none,"Ikeja, Lagos",7,1.0,"so, congratulations, good, thank, baby",1.0
Mummy mare,0.0,0.0,1.0,81.0,Igbo,Facebook,Rahul Kumar,Lagos,2024,4,13,17,45,Saturday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzgwNzIzNDE3NTM1Mjg4Mw==,Platform_ID,April,Mummy mare,positive,0,0,1,none,"Ikeja, Lagos",1,0.5028874170497705,"so, congratulations, good, thank, baby",0.45512770208990644
Nide duk meson data kyauta yamin magana wlh anasamu xanmaka abun kyauta har  11gb anasamu Amin magana prvt,0.0,0.0,1.0,81.0,Yoruba,Facebook,Tema Pretty,Lagos,2022,12,14,18,40,Wednesday,Y29tbWVudDoxMjY3MDAwMDcyMTM1MDc1XzEzNDcwMzk3NDA0NjQ2MzU=,Platform_ID,December,Nide duk meson data kyauta yamin magana wlh anasamu xanmaka abun kyauta har gb anasamu Amin magana prvt,negative,1,0,0,none,"Ikeja, Lagos",4,1.0,"una, dhan, mga, na, mk",1.0
🙏👍😍,0.0,0.0,1.0,81.0,Croatian,Facebook,Mlungisi Mavimbela,Lagos,2025,10,22,17,10,Wednesday,Y29tbWVudDoxMjY5ODYyMDc1MTc4Mzc1XzE5MjgwNTc4NDc3NjE2OTU=,Platform_ID,October,,positive,0,0,1,none,"Ikeja, Lagos",5,1.0,"when, yaaas, age, months, which",1.0
"Please we are 6 weeks already and I was told to give my baby paracetamol before going to take the immunization. 

What's your medical advice",0.0,0.0,1.0,81.0,Igbo,Facebook,Rose Ngene,Lagos,2025,6,30,21,52,Monday,Y29tbWVudDoxMjc0MTQ1OTUwMzM4ODcwXzIxNTAzMTY5NTIwNTU2MzI=,Platform_ID,June,Please we are weeks already and I was told to give my baby paracetamol before going to take the immunization Whats your medical advice,positive,0,0,1,none,"Ikeja, Lagos",0,0.20541857967794058,"the, vaccine, of, in, to",0.19486254044271897
Apply what sir,0.0,0.0,1.0,81.0,English,Facebook,Blessing Onnoghen Hayford,Lagos,2024,6,5,12,39,Wednesday,Y29tbWVudDoxMjc0MTQ1OTUwMzM4ODcwXzExNDQ1MjkyOTA0MTYwMTY=,Platform_ID,June,Apply what sir,positive,0,0,1,none,"Ikeja, Lagos",-1,0.14787941238151894,"to, his, gmo, the, of",0.2501616200878828
I literally watched my grandchildren get their “recommended” vaccines and watched them get tremors and shakes the days following their shots. It’s too much too soon. Spread them out. That doesn’t make you an anti-vaxxer. It makes you the smart one.,0.0,0.0,1.0,81.0,Igbo,Facebook,Rob FreeMan,Lagos,2024,12,2,12,55,Monday,Y29tbWVudDoxMjc1ODU1NTM0NTc1NTQ3Xzg1Nzc5MTMxMzQ1MjgxMA==,Platform_ID,December,I literally watched my grandchildren get their recommended vaccines and watched them get tremors and shakes the days following their shots Its too much too soon Spread them out That doesnt make you an antivaxxer It makes you the smart one,negative,1,0,0,none,"Ikeja, Lagos",0,0.3060969351621233,"the, vaccine, of, in, to",0.3439531450179194
We got ours to protect grand babies. One shot covered three diseases,0.0,0.0,1.0,81.0,English,Facebook,Verna Perry,Lagos,2024,11,20,20,20,Wednesday,Y29tbWVudDoxMjc1ODU1NTM0NTc1NTQ3XzE2NDQ0MjI3OTY5NjM1MDM=,Platform_ID,November,We got ours to protect grand babies One shot covered three diseases,positive,0,0,1,none,"Ikeja, Lagos",0,0.3422736321781404,"the, vaccine, of, in, to",0.534154564243975
"Still can't believe we have an ex heroin addict in charge of Health and human services, this country can't sink any lower",0.0,0.0,1.0,81.0,English,Facebook,Ventrice Jones,Lagos,2024,4,13,10,20,Saturday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzY5ODMyMjI3OTI1MzkxMg==,Platform_ID,April,Still cant believe we have an ex heroin addict in charge of Health and human services this country cant sink any lower,negative,1,0,0,distrust,"Ikeja, Lagos",6,0.592164716430981,"to, his, gmo, the, of",0.567161348940224
Measles is back after   being wiped out￼ for years . What’s next? Bringing back polio.?￼ Seems Trump scoured the country to find the most incompetent to bring the country down to the level he will be comfortable at.￼,0.0,0.0,1.0,81.0,English,Facebook,Muriel Haber,Lagos,2025,11,3,22,48,Monday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzExOTA3NDYyODI1MjI2NDc=,Platform_ID,November,Measles is back after being wiped out for years Whats next Bringing back polio Seems Trump scoured the country to find the most incompetent to bring the country down to the level he will be comfortable at,negative,1,0,0,fear,"Ikeja, Lagos",0,0.6177235642858573,"the, vaccine, of, in, to",0.6818633019414458
15 months,0.0,0.0,1.0,81.0,English,Facebook,Jessica Chiamaka,Lagos,2025,8,11,18,48,Monday,Y29tbWVudDoxMjgyMDE5NTAyODg0ODQ4Xzk1ODQxNzYwMjg4MjU5Mg==,Platform_ID,August,months,positive,0,0,1,none,"Ikeja, Lagos",5,0.15623113817763845,"when, yaaas, age, months, which",0.12704961159452358
Your lie discovered it's poison traps,0.0,0.0,1.0,81.0,English,Facebook,Chim Moffa,Lagos,2025,11,10,15,20,Monday,Y29tbWVudDoxMzAzNDA1NDA1MTQ4NDUwXzg0Mzg3MDI2MTMxNjQ2NA==,Platform_ID,November,Your lie discovered its poison traps,negative,1,0,0,distrust,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
❤️❤️❤️❤️,0.0,0.0,1.0,81.0,Chinese,Facebook,Joseph Makula,Niger,2024,8,29,22,4,Thursday,Y29tbWVudDoxMzAzNDA1NDA1MTQ4NDUwXzI4NDg3OTcyNDUzMjM3MjI=,Platform_ID,August,,positive,0,0,1,none,"Minna, Niger",5,1.0,"when, yaaas, age, months, which",1.0
God healing,0.0,0.0,1.0,81.0,English,Facebook,Vicky Adams,Lagos,2024,6,4,9,24,Tuesday,Y29tbWVudDoxMzM0MzU3ODcxMzg0OTczXzMxMzc2NjExNjk3MjgzNjg=,Platform_ID,June,God healing,positive,0,0,1,none,"Ikeja, Lagos",13,1.0,"healing, god, amen, jesus, divine",1.0
Divine healing,0.0,0.0,1.0,81.0,English,Facebook,Oby Amaonye Akuneziri,Niger,2024,10,18,8,36,Friday,Y29tbWVudDoxMzM0MzU3ODcxMzg0OTczXzE2NDYyNzI4NDkzODQ0ODg=,Platform_ID,October,Divine healing,positive,0,0,1,none,"Minna, Niger",13,1.0,"healing, god, amen, jesus, divine",1.0
Oh Jesus divine healing upon him in Jesus name Amen,0.0,0.0,1.0,81.0,English,Facebook,Joan Odinaka,FCT,2021,4,2,12,38,Friday,Y29tbWVudDoxMzM0MzU3ODcxMzg0OTczXzE3MTk2MDQ3Mjg2OTE3NjA=,Platform_ID,April,Oh Jesus divine healing upon him in Jesus name Amen,positive,0,0,1,none,"Abuja, FCT",13,1.0,"healing, god, amen, jesus, divine",1.0
Healing inj,0.0,0.0,1.0,81.0,English,Facebook,Uram Jessy Jonathan,Lagos,2025,9,6,16,23,Saturday,Y29tbWVudDoxMzM0MzU3ODcxMzg0OTczXzEwMzgyMjkxNzE3MTg3Njg=,Platform_ID,September,Healing inj,positive,0,0,1,none,"Ikeja, Lagos",13,0.6836787408488231,"healing, god, amen, jesus, divine",1.0
Lo name blo Dagris na Peles Bai pulap. 😊,0.0,0.0,1.0,81.0,Hausa,Facebook,Gii Pii,Lagos,2025,8,12,14,36,Tuesday,Y29tbWVudDoxMzQ4NzQzNTAzNDc1OTk4XzE1NDU5NzkxNzYzNzA3Njc=,Platform_ID,August,Lo name blo Dagris na Peles Bai pulap,positive,0,0,1,none,"Ikeja, Lagos",4,0.7144501217120225,"una, dhan, mga, na, mk",1.0
This boy is waiting to end his life. No treatment for rabies. It serious issues still many dog owners don't know.,0.0,0.0,1.0,81.0,English,Facebook,Alhaji Shettima Goniri,Niger,2024,10,19,5,4,Saturday,Y29tbWVudDoxMzUzNDI0NDI5Njk1OTMwXzI0NzI3Mzk1OTQ2OTIyNzA3,Platform_ID,October,This boy is waiting to end his life No treatment for rabies It serious issues still many dog owners dont know,negative,1,0,0,distrust,"Minna, Niger",-1,0.0290487776900608,,0.029338816200335634
"October 7, 1956: ""The gubbermint is tryin tuh poison y'all!""",0.0,0.0,1.0,81.0,English,Facebook,Matt Wilkins,Lagos,2024,11,29,11,1,Friday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5XzEyNjkyMDUwNjE2NzM4MDQ=,Platform_ID,November,October The gubbermint is tryin tuh poison yall,negative,1,0,0,none,"Ikeja, Lagos",9,0.1449358948453027,"lies, matters, is, lie, bullshitor",0.14542863081483667
Not a doctor no credentials but could it be possible that we achieved herd immunity? I mean how did we actually survive before vaccines saved us all?,0.0,0.0,1.0,81.0,Igbo,Facebook,Ford VtBandit Small,Lagos,2025,6,29,23,47,Sunday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE1NDYyMDU3ODYzNDU4MDU=,Platform_ID,June,Not a doctor no credentials but could it be possible that we achieved herd immunity I mean how did we actually survive before vaccines saved us all,negative,1,0,0,none,"Ikeja, Lagos",0,0.427526801217849,"the, vaccine, of, in, to",0.5790868572424719
"Bernie,  you have been paid two million dollars to say this.",0.0,0.0,1.0,81.0,English,Facebook,Robert Stoddard,Lagos,2024,6,4,19,31,Tuesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE0ODA4NjM5MDMxMDk2NjQ=,Platform_ID,June,Bernie you have been paid two million dollars to say this,positive,0,0,1,none,"Ikeja, Lagos",6,0.9567907750904653,"to, his, gmo, the, of",0.3833411607279087
"YES! Science matters. Truth matters. 
￼Data matters. Facts matter. ￼",0.0,0.0,1.0,81.0,English,Facebook,Christine Eggert,Lagos,2025,6,30,22,56,Monday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzgxNTAyODQ2MDg4MjA3Nw==,Platform_ID,June,YES Science matters Truth matters Data matters Facts matter,positive,0,0,1,none,"Ikeja, Lagos",9,0.4821168190517542,"lies, matters, is, lie, bullshitor",0.15046704870595867
Only ones that have taken years to develop properly and vetted honestly...,0.0,0.0,1.0,81.0,English,Facebook,Cory McNabb,Lagos,2021,12,8,13,58,Wednesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzEzMTU4OTY2MzAwNTYzOTA=,Platform_ID,December,Only ones that have taken years to develop properly and vetted honestly,positive,0,0,1,none,"Ikeja, Lagos",0,0.23678223024538722,"the, vaccine, of, in, to",0.2162264419724197
Have you really done your research...I used to think you werereal but obviously a ghost.,0.0,0.0,1.0,81.0,English,Facebook,Sophia Delaat,Lagos,2025,11,4,1,42,Tuesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE4MzQzOTIzOTc0NTU4MDk=,Platform_ID,November,Have you really done your researchI used to think you werereal but obviously a ghost,negative,1,0,0,none,"Ikeja, Lagos",10,0.8943554310105085,"imagine, can, just, you, doubt",1.0
Never a doubt.,0.0,0.0,1.0,81.0,English,Facebook,Darren Turnbull,FCT,2021,3,3,0,14,Wednesday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzExNTg1NDE0NzU3MDkwMDE=,Platform_ID,March,Never a doubt,positive,0,0,1,distrust,"Abuja, FCT",10,0.29500671258106326,"imagine, can, just, you, doubt",0.918011695124942
"Mitch Summers
RFK Jnr is an idiot, a conman and represents a great danger to the health of US citizens and much of the rest of the world 😤 He is completely unqualified for his role.
You are falling into the same category by distributing his utter fiction.",0.0,0.0,1.0,81.0,Igbo,Facebook,John Edwood,Lagos,2025,11,4,22,23,Tuesday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzgyMzE2ODMyMzUzMTcxOA==,Platform_ID,November,Mitch Summers RFK Jnr is an idiot a conman and represents a great danger to the health of US citizens and much of the rest of the world He is completely unqualified for his role You are falling into the same category by distributing his utter fiction,negative,1,0,0,fear,"Ikeja, Lagos",6,1.0,"to, his, gmo, the, of",1.0
"I am sooo distrusting of all the so called vaccines which were supposed to give us immunity and were required when we were kids. I've had them all. Not only that, but the mamos, bone scans, pneumonia shots, flu shots, hep b and the like. NO MORE! Plus we need advocates for our pets that receive dosages for rabies and  dhlpp vaccines that are the same for a 4 lb.  dog as a 90 lb. dog.",0.0,0.0,1.0,81.0,Igbo,Facebook,Margaret Cammer,Lagos,2025,7,19,1,42,Saturday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzEyNDUwNDIwOTEwMDI1MTQ=,Platform_ID,July,I am sooo distrusting of all the so called vaccines which were supposed to give us immunity and were required when we were kids Ive had them all Not only that but the mamos bone scans pneumonia shots flu shots hep b and the like NO MORE Plus we need advocates for our pets that receive dosages for rabies and dhlpp vaccines that are the same for a lb dog as a lb dog,negative,1,0,0,none,"Ikeja, Lagos",0,0.31600084029169095,"the, vaccine, of, in, to",0.3435810308342107
